Product,ProductID,Counts
"9"" Android Capacitive Touchscreen Tablet (with 8GB Memory Card) Features Google Play Store, Skype, YouTube, Netflix, Camera, Wifi, and G-Sensor!",B00BUDPVIC,3
"9"" Inch 8GB Android 4.0.4 tablet pc, All Winner Cortex A13, 1.5GHz Dual Camera WiFi (PINK)",B00GCSKYQE,14
"9""Inch 8GB Android tablet pc, COLORS, All Winner Cortex A13, 1.5GHz Dual Camera WiFi (WHITE)",B00GCSKYQE,10
9.0in Fastest Dual-Core Android 4.2 Tablet PC Capacitive HDMI Google Play Store,B00H13FDEC,1
AFUNTA 7-Inch Allwinner A13 Q88+ Dual Camera Tablet Pc Android 4.0 1.2GHz CPU Multiple Touch Capactive Screen 512MB RAM 4GB HDD Wifi (White),B00BWGQJR4,8
"AFUNTA 9.2'' Google Android 4.0 512mb/8gb Tablet Camera Capacitive Multiple Touch Screen G-sensor A13 Tablet, 3d Games Skype Video Calling, Netflix Movies, Dual Camera (black)",B00BXA8E7W,9
AFUNTA AF704 7-Inch Kid Tablet PC Android 4.2 MID 4GB HDD Dual Camera Dual Core CPU Wifi External 3G for Children Christmas/Birthday Gift (Pink),B00EB8JSYQ,10
"AFUNTA Allwinnwer A13 Boxchip Cortex A8 Android 4.0, 4gb Capacity, 512 Mb Ram, Multiple Touch Capactive Screen, Wifi, Camera, Skype Video Calling, Netflix Movies (red)",B00ADZM0F0,20
AFUNTA Android Tablet with 7 Inch Touchscreen (Android 4.0),B006LFVROQ,10
"AGPtek® 7 inch Android 4.2 Jelly Bean Cortex A7 1.5GHz Quad Core 1GB DDR3 RAM 1024*600 HD Touch Screen G-sensor Wifi Tablet PC Mini Pad, Built in 4GB Storage, Google Play Pre-Installed, 1080P HDMI Output, OTG Function, Compatible With Skype Video Calling, Youtube, eBook Reader",B00DU8P7GG,10
"AGPtek® 7 inch Dual Core Cortex-A9 1.3GHz Android 4.2 Tablet PC 1024*600 Solution 2160P HDMI 1GB Ram/4GB Flash Built in Google Play, Amazon Kindle, Kids mode, Netflix & 16GB Micro SD/TF Card",B00GTJVFF0,1
"AGPtek® 7"" Dual Core Google Android 4.2 Tablet PC, HD 1024x600, Google Play Pre-load, HDMI,1GB DDR3,Wifi,Skype Video Calling, Netflix, 3D Game Supported With 16 GB TF Memory Card",B00GX6F78K,5
"AGPtek® 7"" TFT Android 4.0 Capacitive Touch Screen Tablet PC (Wi-Fi Cortex A9 1.2Ghz CPU, 512M DDR3, Built-in 4GB Storage, Extend To 32GB T-Flash)",B008OO41P4,74
AGPtek® Kids Abot Tablet 7-inch Touch Screen Android 4.1 Wifi Camera Tablet PC with 32 GB TF Memory Card,B00GOK2TEK,4
"ASUS 10.1"" 16GB Android 3.2 Tablet PC",B0090OQIP8,2
ASUS Eee PC T101MT-EU27-BK 10.1-Inch Convertible Tablet (Black),B004I1J7Z6,19
ASUS Eee Slate EP121-1A011M 12.1-Inch Tablet PC,B004HKIIF8,119
ASUS Google Nexus 7 Android Tablet,B00DB3SH2G,826
"ASUS Google Nexus 7 Tablet (7-Inch, 32GB) 2012 Model",B009X3UW2G,926
ASUS ME301T-A1-WH 10.1-Inch 16GB Tablet (White),B00BJ8I7P2,120
ASUS MeMO Pad 10 ME102A-A1-PK 10.1-Inch 16 GB Tablet (Cherry Pink),B00IAA2EY2,23
ASUS MeMO Pad 8 16GB Tablet (ME180A-A1-WH) White,B00FJDUPX0,85
ASUS MeMO Pad FHD 10 ME302C-A1-BL 10.1-Inch 16GB Tablet (Blue),B00DXFDHV8,457
ASUS MeMO Pad ME172V-A1-GR 7.0-Inch 16 GB Tablet ( Grey ),B00BDS25VA,360
ASUS MeMO Pad ME172V-A1-WH 7-Inch 16 GB Tablet (White),B00BR3XMK4,290
"ASUS MeMOPad HD 7-Inch 16 GB Tablet, Blue (ME173X-A1-BL)",B00E0EY7Z6,604
ASUS MeMo Pad Smart ME301T-A1-PK 10.1-Inch 16GB Tablet (Pink),B00BCPIFX6,90
"ASUS Memo Pad HD 7-Inch 16 GB Tablet, Pink (ME173X-A1-PK)",B00E0FDYU4,715
ASUS TF700T-B1-CG 10.1-Inch Tablet (Champagne),B008F4NL0O,430
ASUS Tablet TF701T-B1-BUNDLE 10.1-Inch 32 GB Tablet (Grey),B00J39HGHY,50
ASUS Transformer Pad TF300T-A1-RD 16GB Tablet RED,B009YIYT3S,8
ASUS Transformer Prime TF201-C1-CG 10.1-Inch 64GB Tablet (Champagne),B0067PLOW0,429
ASUS Transformer TF300 T-B1-BL 10.1-Inch 32 GB Tablet (Blue),B007P4YAPK,584
ASUS Vivo Tab Note M80TA-C1-BK 8-Inch 64 GB Tablet (Black),B00HWHQKWG,43
ASUS VivoTab Smart ME400 ME400C-C1-WH 10.1-Inch 64GB Tablet (White),B00AA6OVAO,154
"AXESS TA2510-7BK 7-Inch Dual Core GOOGLE PLAY Tablet (A20 Cortex A7 CPU) with Android 4.2 Jelly Bean , 4 GB Storage with Micro SD Card Slot up to 32 GB, 512 MB RAM, G Sensor, HDMI Output, WiFi, Built-in Dual Camera and Speaker in Black Color.",B00F3L82H4,1
Acer ICONIA Tab A700-10k32u 10.1-Inch Tablet (Black),B0083PR7N2,124
Acer ICONIA-6120 14 inch Tablet PC,B004P0WLEY,10
Acer Iconia A1-810-L677 7.9 inch MediaTek MT8125 1.2GHz/ 1GB DDR3L/ 8GB SSD/ Android 4.2 Jelly Bean Tablet (Red),B00I3YPKZA,1
Acer Iconia A200-10g16u 10.1-Inch Screen Tablet - Titanium Gray,B006XGCQ2U,74
Acer Iconia A3-A10-L662 10.1-Inch Tablet,B00FNPD1W6,11
Acer Iconia B1-710-L401 7.0-inch 8GB Tablet (Pure White),B00DKFF386,64
Acer Iconia Tab A210-10g16u 10.1-Inch 16GB Tablet (Gray),B009HPGO7M,53
Acer Iconia W4-820-2894 8-Inch 32 GB Windows Tablet (Smokey Gray),B00G1YJ5B4,16
Acer Iconia W510-1438 10.1-inch 32GB Tablet with Keyboard Dock (Silver),B00CPZL9LM,2
Acer Iconia W510-1620 10.1-Inch 32 GB Tablet (Silver),B00CPZL9LM,6
Acer Iconia W510-1666 10.1-Inch 64 GB Tablet (Silver),B00CPZL9LM,10
"Acer Iconia W510P-1406 10.1-Inch 64 GB Tablet with Keyboard Dock (Silver, Windows 8 Pro)",B00CPZL9LM,10
Acer NT.L1CAA.002;A1-810-L888 7.9-Inch 16GB Tablet,B00D02AASC,8
Afunta 7-inch Allwinner A13 Q88+ Dual Camera Tablet Pc Android 4.0 1.2ghz CPU Multiple Touch Capactive Screen 512mb RAM 4gb HDD Wifi (Pink),B00BWGQJUG,6
Afunta Q88 III 7 Inch Tablet Pc Dual Core Dual Camera Android 4.1 Capacitive Touch Screen 512m RAM 4gb ROM Support Wifi (Black),B00E8CGC2Q,6
"Afunta&reg 9 Inch Google Android 4.0 512MB/8GB Tablet PC Dual Camera MID Capacitive Multiple Touch Screen G-sensor Allwinner A13, 3d Games Skype Video Calling, Netflix Movies Flash 11.1 (Dual Camera, Pink)",B00AUUOFR4,7
"Afunta(tm) 9.2'' Google Android 4.0 512mb/8gb Tablet Dual Camera Capacitive Multiple Touch Screen G-sensor A13 Tablet, 3d Games Skype Video Calling, Netflix Movies (Dual Camera, White)",B00AUUOFR4,10
"Afunta(tm) White 4gb 7"" Android 4.0 Touch Capacitive Screen 1.2ghz 512mb Ram, 4gb Hard Drive Tablet Pc Wifi 3g Camera Wifi, Camera, Skype Video Calling, Netflix Movies",B00ADZP9JE,22
"Afunta® 9.2'' Google Android 4.0 512mb/8gb Tablet Camera Capacitive Multiple Touch Screen G-sensor A13 Tablet, 3d Games Skype Video Calling, Netflix Movies (Single Camera, White)",B00AUUOFR4,4
"Agptek 7 Inch Android 4.0 (8Gb) Capacitive Touch Screen Tablet Pc For E-Reading/3D Game/Hdmi 1080P 2160P Video/Tv Out (Black/White, Wi-Fi G-Sensor, Front Camera, Arm Cortex A9 1.2Ghz, 1Gb Ddr3, Extendable To 32Gb)",B009OY2FSI,30
"Alldaymall® 7 Inch Android 4.2 Dual Core VIA 8880 1.2GHz Tablet PC (4GB, Wi-Fi, HDMI, Dual Camera, Capacitive Touch)(Black & Pink)",B00J1W0NYG,2
"Alldaymall® 7 Inch Android 4.2 Tablet PC MID with Capacitive Touchscreen (Dual Core CPU, 1.5GHz, Wi-Fi, Dual Camera) Black",B00J1W0NYG,267
Amar® 7 inch dual core 3G Tablet pc Support 2G 3G Sim card slot Phone call GPS WiFi FM tablet pc 7 Inch 3G Phone Call Tablet MTK6572 Dual Core 1.2GHz Android 4.2 Sim slot Dual Camera GPS Bluetooth 512MB/4G,B00GPPX2MW,4
Android 2.1 Tablet PC X220 flytouch2 with GPS and Webcam,B004FGTGBY,21
Apple Ipod Touch 16GB Black/Silver (5th Gen) Store Return + Accessory Kit,B00IDAGX5U,3
Apple New iPad 4G 32Gb - Black (Factory Unlocked),B0080I7OH6,7
"Apple iPad (First Generation) MC497LL/A Tablet (64GB, Wifi + 3G)",B00365F6LE,610
"Apple iPad (first generation) MB292LL/A Tablet (16GB, Wifi)",B00365F6LE,680
"Apple iPad 2 2nd generation Tablet, 1 GHz processor, 16GB, Wifi (White)",B0047DVWLW,2408
"Apple iPad 2 MC755LL/A Tablet (16GB, Wifi + Verizon 3G, Black) 2nd Generation",B0047DVWZS,795
"Apple iPad 2 MC763LL/A Tablet (32GB, Wifi + Verizon 3G, black) 2nd Generation",B0047DVWZS,1540
"Apple iPad 2 MC770LL/A Tablet (32GB, Wifi, Black) 2nd Generation",B0047DVWZS,1590
"Apple iPad 2 MC916LL/A Tablet (64GB, Wifi, Black) 2nd Generation",B0047DVWZS,820
"Apple iPad Air MD788LL/A (16GB, Wi-Fi, White with Silver) NEWEST VERSION",B00G4G7TVC,260
"Apple iPad Air MD789LL/A (32 GB, Wi-Fi, White with Silver)",B00G4G7TVC,394
"Apple iPad Air ME991LL/A (16GB, Wi-Fi + AT&T, Black with Space Gray) NEWEST VERSION",B00G4G7TVC,380
"Apple iPad Air MF012LL/A (64GB, Wi-Fi + AT&T, White with Silver) NEWEST VERSION",B00G4G7TVC,295
"Apple iPad Air MF532LL/A (32GB, Wi-Fi + Verizon, White with Silver) NEWEST VERSION",B00G4G7TVC,406
"Apple iPad Air MF539LL/A (64GB, Wi-Fi + T-Mobile, White with Silver) NEWEST VERSION",B00G4G7TVC,346
"Apple iPad MD370LL/A (32GB, Wi-Fi + AT&T 4G, White) 3rd Generation",B00746VDEU,638
"Apple iPad Mini MF432LL/A (16GB, Wi-Fi, Space Gray )",B0096V634Q,49
"Apple iPad mini MD531LL/A (16GB, Wi-Fi, White / Silver)",B0096V634Q,1020
"Apple iPad mini MD542LL/A (64GB, Wi-Fi + Verizon 4G, Black)",B0096V634Q,788
"Apple iPad mini ME217LL/A (64GB, Wi-Fi + Sprint 4G, Black)",B0096V634Q,810
"Apple iPad mini with Retina Display (16GB, Wi-Fi, Silver) NEWEST VERSION",B00GQFFDE6,64
"Apple iPad mini with Retina Display (32GB, Wi-Fi + Verizon, Silver) NEWEST VERSION",B00GQFFDE6,2
"Apple iPad with Retina Display ME410LL/A (128GB, Wi-Fi + Sprint, Black) 4th Generation",B00GQFFDE6,606
Archos 101 G9 8GB - Classic,B005MED88K,9
"Archos 43 4.3"" Touchscreen Internet Surfing Device - Cortex A8 1 GHz (501578)",B0042RRTOC,89
Archos 502352 97 Titanium HD Multi-Touch Screen Android Tablet,B00B0C8UOU,8
Archos 7 8GB Home Tablet with Android (Black),B003COZM2C,199
Archos 97 Carbon 9.7-Inch 16 GB Tablet (Bronze),B008BPI378,10
"Archos FamilyPad 2 8 GB Tablet - 13.3"" - ARM Cortex A9 1.60 GHz - Black",B00B6V5Z70,5
"Astro Queo 7"" Android Tablet (4GB Memory, Wifi, A13, 7 Inch Multi Touch 5 Point Screen)",B00IBNK7TM,6
"Asus Eee PC T91 8.9-Inch Intel Atom Netbook Tablet Computer (Black), Windows XP, T91SA-VU1X-BK",B002GCR04Y,26
"Axis A23 7"" Dual Core, Dual Camera, 1024*600 Capacitive Screen Android 4.2 Tablet Pc (Black)",B00IFFQZZ6,20
"Axis A23 7"" Dual Core, Dual Camera, 1024*600 Capacitive Screen Android 4.2 Tablet Pc (Pink)",B00IFFQZZ6,8
"BLU Touch Book 7.0 Lite P50 Tablet PC with Android 4.0 OS, Multi-Touchscreen, MP3/MP4 Player, Wi-Fi and microSD Slot - White",B00ALGORK2,2
"BWC 7 Inch Kidi-Value V4.2 Dual Core Android 4.2 (Jelly Bean) Tablet PC Ideal for Children and Adults alike, Slim, Fast and excellent Value with and 1024x600 High Def, Widescreen Display and HDMI out port for use as a media player",B00F6NNT9A,2
"Birthday Gift Bundle with Black Keyboard Case-Black 7"" Android 4.2 Jelly Bean A20 Tablet PC HDMI USB Dual Core Cameras WiFi External 3G Games with 4GB Nand Storage, 512MB RAM, 1.2Ghz.",B00FZD7RTO,2
"Black Color 7.0 Android 4.0 Tablet Pc Computer 4gb Wifi, Camera, Youtube, Games , Skype Video Calling &Netflix; Movies",B00DE0C7R2,5
Blackberry Playbook 7-Inch Tablet (32GB),B004UL34VW,694
"CHUWI VX1 7"" Inch Quad Core 1.3GHz Android 4.2 IPS 5 Points Multi-touch Tablet PC Smartphone Phablet 1G Ram 8MP Camera 16GB Bluetooth WIFI GPS 1080P",B00IYBEJA4,1
"CINEPAD AT107F 7"" 4 GB Tablet - Wi-Fi - Boxchip Cortex-A8 A10 1 GHz - Black",B007NSOS96,10
"Christmas/Birthday Gift Onebook Genius 7"" Android 4.1 4GB MID Capacitive Touch Screen Allwinner A13 Q88 Tablet WiFi External 3G MID",B00FYO1PFQ,1
"ClickN Kids Tablet with 8GB Memory 7"" Featuring Looney Tunes Phonics | P774A",B00HJXWJ8C,8
"Coby 7"" Inch Kyros Touchscreen Internet Tablet 4G Android OS 2.3 Dark Blue - Coby MID7120-4G (Exclusive Color)",B005SSZ6TO,10
"Coby Kyros 10.1-Inch Android 2.2 4 GB Internet Touchscreen Tablet, Black MID1024-4G",B004U5YNOA,8
"Coby Kyros 10.1-Inch Android 4.0 8 GB 16:10 Capacitive Multi-Touchscreen Widescreen Internet Tablet with Built-In Camera, Black MID1045-8",B004U5YNOA,30
"Coby Kyros 7-Inch Android 4.0 4 GB 16:9 Capacitive Multi-Touchscreen Widescreen Internet Tablet with Built-In Camera, Black MID7042-4",B0075W8D7I,160
"Coby Kyros 7-Inch Android 4.0 4 GB Internet Tablet 16:9 Capacitive Multi-Touch Widescreen, Black MID7036-4",B0075W8D7I,171
Coby Kyros 7-Inch Android 2.3 4 GB Internet Tablet with Capacitive Touchscreen - MID7127-4G (Black),B0075W8D7I,44
"Coby Kyros 8-Inch Android 4.0 4 GB 4:3 Capacitive Multi-Touchscreen Internet Tablet with Built-In Camera, Black MID8042-4",B0075W8Y1S,25
"Coby Kyros 8-Inch Android 4.0 4 GB 4:3 Capacitive Multi-Touchscreen Internet Tablet with Built-In Camera, Black MID8042-4",B0075W8Y1S,170
"Condroid ® 7'' GMS certified by Google Black Dual Core 1.5 GHz Condroid X7 Google Android 4.2 Tablet PC, Dual Camera, HD 800x480, 8GB, Google Play Pre-load, HDMI (Allwinner A23) + Hausbell ® H7 (gift)",B00JKBKAS2,2
Condroid® X7 Tablet PC Computer Google GMS Certificated Dual Core 1.5 GHz Google Android 4.2 System 512M RAM 8GB ROM Capacitive Multi-touch LCD Screen (Black),B00JKBKAS2,1
Craig Electronics 7-Inch Capacitance Tablet (Android 4.0) with Front Facing Camera CMP741e,B008PQ618Q,12
Craig Electronics CMP741 7-Inch Tablet,B008PQ618Q,16
Creative ZiiO 16 GB 7-Inch Android 2.2 Wireless Entertainment Tablet (White),B004DJQXDW,107
"DOPO 1.2GHz 512MB 4GB 7"" Capacitive Touchscreen Tablet Android 4.0 w/HDMI microSDHC & Webcam",B00AQ6XDIE,3
"Dell Inspiron Duo Convertible Tablet with Intel Dual Core 1.5GHz, 10.1"" Multi-touch Screen with WebCam, 2GB DDR3 Memory, 320GB Hard Drive, Windows 7 Home Premium",B004KSNQ3Q,12
Dell Inspiron Mini Duo 3487FNT Convertible Laptop/Tablet (Foggy Night),B004EWEZM4,41
Dell STREAK7-16GRAY 7-Inch Unlocked Tablet with Android 3.0 Honeycomb GSM Sim Ready - Gray,B0062W95R4,10
Dell Streak 7 Wi-Fi Tablet,B004QZASJ8,80
Dell Venue Pro11i-8182BLK 10.8-Inch Tablet (Black),B00FFVYSNY,16
"Digital Reins 9"" Inch Tablet PC - Google Android 4.2 WiFi 8GB 512DDR3 Dual Camera & Dual Core - A23 Processor - Supports Skype Video Chatting, YouTube, Google Play",B00E87YPNE,30
Digital2 7-Inch Tablet (Pink),B00BF9MU62,114
Digital2 Deluxe 4GB Tablet,B00GGAGQT2,8
Double Power GS-918 Dual Core Google Certified 9-Inch Android Tablet,B00DOJIZF6,10
"Double Power M-975 with WiFi - 9.0"" CapacitiveTouchscreen Tablet PC Featuring Android 4.0 with Google Play",B008FCCV0M,10
"Dragon Touch® 7'' Green Dual Core Y88 Google Android 4.1 Tablet PC, Dual Camera, HD 1024x600, Google Play Pre-load, HDMI [By TabletExpress]",B009SD74H2,280
"Dragon Touch® 7'' Green Dual Core Y88 Google Android 4.1 Tablet PC, Dual Camera, HD 1024x600, Google Play Pre-load, HDMI [By TabletExpress] (Red)",B009SD74H2,280
Dragon Touch® 9'' Google Android 4.2 Jelly Bean 8GB MID Capacitive Touch Screen G-sensor Dual Camera A13 Tablet MID948B [By TabletExpress],B009SD74H2,250
"EGQ307 8 GB Tablet - 7"" - 1.50 GHz - Blue",B00GTRW286,2
"ELSSE 8"" 5-point capacitive screen TABLET PC ANDROID 4.0 - 512MB 8GB Camera WIFI 30162",B0096R2880,8
Easydy 8inch HD Capacitive Touch screen Android 4.0 Dual Camera Tablet with ARM Cortex-A9 1500 MHz / 512MB DDR3 / 8G Flash Wifi HDMI,B00CCP4KAW,1
Ematic Dual-Core EGD103 10-Inch 8 GB Tablet,B00I9N4J66,1
Ematic EGS004-BU 7.0-Inch 4GB Genesis Prime MultiTouch Tablet (Blue),B00BMJJ91O,58
Ematic EGS004-GR 7.0-Inch 4GB Genesis Prime MultiTouch Tablet (Gray),B00BMJJ91O,30
Ematic EGS004-PR 7.0-Inch 4GB Genesis Prime MultiTouch Tablet (Purple),B00BMJJ91O,30
Ematic EGS102BL 10.0-Inch 4GB Genesis Prime XL Multi-Touch Tablet (Black),B00BMJJASG,15
Ematic EGS102GR 10.0-Inch 4GB Genesis Prime XL Multi-Touch Tablet (Gray),B00BMJJASG,10
Ematic FTABMB2 4.3-Inch 4GB Fun Tab Mini Touch Screen Kids Tablet (Blue/Green),B00BMJCQ96,40
Ematic FTABMP2 4.3-Inch 4GB Fun Tab Mini Touch Screen Kids Tablet (Pink/Purple),B00BMJCQP0,40
Ematic FunTab 4GB 7 Multi-Touch Screen Kids Tablet with Android 4.0 (Pink and Purple),B00AGKIFGU,46
Ematic FunTab FTABCP-2 7.0-Inch 4GB Tablet (Pink),B00BT8V286,10
Ematic HD Dual-Core EGD170BU 7-Inch 8 GB Tablet (Blue),B00I9N4KLU,1
"Epassion 10"" Android 4.2 Jellybean 8gb Touchscreen Tablet. 1.2ghz Dual Core Processor. 1gb Ram Memory. Dual Camera. Wifi & 3g Ready. Hdmi 1.4 Port. In Black",B00IZAJ1C0,1
"Excelvan ET904 9 inch Android 4.0 A13, 8GB Nand Flash, OTG, Wifi, Capacitive Touchscreen Tablet",B00EEZVEOI,2
"Factory Unlocked Apple iPad AIR MF016LL/A (128GB, Wi-Fi + 4G LTE, Black with Space Gray) Newest Version",B00H6UW3QQ,3
Factory Unlocked Ipad3 64gb Black 4g,B009XAWNP8,5
"FastTouch(TM) 7 INCH DUAL CAMERA TABLET PC - RED 4GB, GOOGLE ANDROID 4.1, ALLWINNWER A13 BOXCHIP CORTEX A8, 512MB RAM, MULTIILPE TOUCH SCREEN, WIFI, SKYPE, NETFLIX MOVIES",B00ECKKUHM,3
"Father's Day Gift! iRulu® 9.7"" Quad-Core 4X1.2GHz Android Tablet PC (AZ942), 1024*768 HD Touch Screen, 1GB Fastest RAM, 4.2.2 Jelly Bean OS, Dual Camera (5 mega pixel), Bluetooth, Wifi, HDMI, Updated to 16GB",B00IZA53AE,5
"Flytouch XR Android 4.2 Capacitive Touch Screen 10-Point Touch, Dual Core Cortex A9 Processor 1.5Ghz, HDMI",B00FY2TZOG,2
"Foneso (tm) NAVY Ultrathin 7"" Android Tablet PC with Capacitive 5 Point Multi-Touch Screen Dual Camera A23 Dual Core Processor WIFI Bluetooth [New Upgraded Bluetooth Model May 2014]",B00JOZD0U4,1
"Fuhu NABIXD-NV10A XD nabi 10.1"" Android 4.1 Tablet Computer, NVIDIA Tegra 3 Processor 1.3 GHz, 1GB RAM, 16GB Storage",B00BKSYGBA,18
"Fujitsu LifeBook T4215 12.1"" Tablet PC",B000KDEGAW,1
"Fujitsu STYLISTIC 10.1"" 32GB NVIDIA Tegra Tablet",B00906DTB2,3
"G-Tab Prizm xZ - Dual Core Android Tablet PC (7-inch, Wi-Fi, 2014 Model) [Pink]",B00HQ6A7FY,4
"Generic Nextway F9x 9.7"" Android 4.1.1 Quad-core A31 3.3ghz 16gb Tablet Pc with External 3g, Auto Screenshot, Pip, Capacitive Retina Display IPS Touch 2048x1536 (Black)",B00BZMZJIA,2
"Goldengulf 9"" inch DUAL CORE dual camera Newest MID Google Android 4.2 Tablet PC Capacitive Allwinner A23 8GB/512M RAM Flash 11.1,Registered in Washington",B00F96JG78,70
Goldengulf 9-Inch Dual Camera Latest MID Google Android 4.0 Tablet Pc Capacitive Allwinner A13 8GB,B00CGVHYA0,11
"Goldengulf-2014 Newest 7 inch Dual Core 3G Dual Sim Phone Call Tablet, Android 4.1 4GB, GPS, Facebook, Youtube",B00EQ5GCR0,1
"Google Nexus 10 (Wi-Fi only, 32 GB)",B00ACVI202,353
Google Nexus 7 Tablet (16 Gb),B00CHUCG1W,10
Gpad WM8850 Android 4.0.3 Tablet PC 7 inch Capacitive Screen VIA 8850 Cortex A9 4GB (White),B00AZZQHBG,1
HISENSE Sero 7 Pro 7 Inch 8GB Tablet - A,B00FQT4QKU,10
"HKC Tablet with 8GB Memory 7"" | P774A-BBL",B00GAC8J5U,2
"HP 7 1800 7-Inch, 8 GB Tablet, Expandable to 32 GB (White)",B00GZVE76G,10
HP EliteBook Revolve D3K51UT 11.6 inch Tablet PC - Wi-Fi - Intel Core i5 i5-3437U 1.90 GHz - LED Backlight,B00BNHOQFY,5
HP Omni O10-5600US 10.1-Inch 32 GB Tablet (Graphite),B00GSPW2QG,40
"HP Pavilion TX1000Z 12.1"" Touchscreen Tablet Computer (2.0 GHz AMD Turion 64 Dual Core TL-60, 4 GB RAM, 160 GB Hard Drive, DVD+/-RW Drive, Windows Vista Home Premium)",B001874JXS,10
"HP Slate 500 8.9"" Black",B00465QM6Q,38
"HP Slate 500 Tablet PC Atom Z540 1.86GHz 64GB SSD 2GB 8.9"" WSVGA Touchscreen BT Window 7 Professional 2x Webcams",B005OTYLGG,3
HP TouchSmart tx2z Customizable Notebook PC,B001LXTQDW,9
"HTC Flyer 7"" Android Tablet, 16 GB",B0053RJ3F8,44
"Halloween Onebook Genius Blue Tablet PC - Version Android 4.1- Super Slim and Light 7"" Google Android Tablet PC with 1.5Ghz Processor and 4GB Storage",B00BLZGIUO,2
"Hisense Sero 7 Lite Tablet with 4GB Memory 7"" | E270Bsa",B00E70IN9E,10
"IPS Retina 2048x1536 Screen Chuwi V99 Quad Core Ratina Screen Android 4.1 Tablet Pc 9.7"" Allwinner A31 2gb RAM 5.0mp Camera",B00CPL8KI6,2
IdeaPad 065185U Net-tablet PC,B003N2OVN4,20
"KLÜ 8-Inch Tablet PC with Capacitive Touch Screen, Android 2.3 and 4 GB Memory",B00776IOY4,5
"Kindle Fire HD 8.9"" Tablet",B008GFRE5A,2090
Kindle Fire HD Tablet [Previous Generation],B0083PWAPW,2300
"Kindle Fire HDX 7"" Tablet",B00BHJS3C0,590
"Kindle Fire HDX 7"" Tablet",B00BHJS3C0,1652
"Kindle Fire HDX 7"" Tablet",B00BHJS3C0,1870
"Kindle Fire HDX 7"" Tablet",B00BHJS3C0,1299
"Kindle Fire HDX 8.9"" Tablet",B00BHJS3C0,1450
Kindle Fire Tablet [Previous Generation],B0083Q04IQ,2056
"Klu 7-Inch Android Tablet, Capacitive Touch Screen, 1.2 GHz Processor with Built In Camera",B00AVD4PQQ,18
"Kobo Arc 7"" 32GB Touchscreen Colour eReader with Wi-Fi - White",B00AA7ZFZS,6
Kocaso M M1070 10.1-Inch 8 GB Tablet,B00B4PK0X2,6
